mSetpoint
36.000,50.000,0.000,0.000,0.001,0.000,0.000,130.000
36.006,50.000,0.000,0.000,0.001,0.010,1.300,130.000
36.026,50.000,0.002,0.000,0.001,0.020,2.600,130.000
36.058,50.000,0.004,0.000,0.001,0.030,3.900,130.000
36.104,50.000,0.006,0.000,0.001,0.040,5.200,130.000
36.162,50.000,0.010,0.000,0.001,0.050,6.500,130.000
36.234,50.000,0.015,0.000,0.001,0.060,7.800,130.000
36.318,50.000,0.020,0.000,0.001,0.070,9.100,130.000
36.416,50.000,0.026,0.000,0.001,0.080,10.400,130.000
36.526,50.000,0.033,0.001,0.001,0.090,11.700,130.000
36.650,50.000,0.041,0.001,0.001,0.100,13.000,130.000
36.786,50.000,0.049,0.001,0.001,0.110,14.300,130.000
36.936,50.000,0.058,0.001,0.001,0.120,15.600,130.000
37.098,50.000,0.069,0.001,0.001,0.130,16.900,130.000
37.274,50.000,0.080,0.001,0.001,0.140,18.200,130.000
37.462,50.001,0.091,0.001,0.001,0.150,19.500,130.000
37.664,50.001,0.104,0.002,0.001,0.160,20.800,130.000
37.878,50.001,0.117,0.002,0.001,0.170,22.100,130.000
38.106,50.001,0.142,0.002,0.001,0.180,23.400,130.000
38.346,50.002,0.181,0.002,0.001,0.190,24.700,130.000
38.600,50.003,0.222,0.002,0.001,0.200,26.000,130.000
38.866,50.004,0.265,0.003,0.001,0.210,27.300,130.000
39.146,50.005,0.310,0.003,0.001,0.220,28.600,130.000
39.438,50.007,0.357,0.003,0.001,0.230,29.900,130.000
39.744,50.009,0.407,0.004,0.001,0.240,31.200,130.000
40.062,50.011,0.465,0.004,0.001,0.250,32.500,130.000
40.394,50.014,0.554,0.004,0.001,0.260,33.800,130.000
40.738,50.017,0.647,0.004,0.001,0.270,35.100,130.000
41.096,50.021,0.744,0.005,0.001,0.280,36.400,130.000
41.466,50.026,0.844,0.005,0.001,0.290,37.700,130.000
41.850,50.032,0.947,0.005,0.001,0.300,39.000,130.000
42.246,50.039,1.080,0.006,0.001,0.310,40.300,130.000
42.656,50.047,1.233,0.006,0.001,0.320,41.600,130.000
43.078,50.056,1.391,0.007,0.001,0.330,42.900,130.000
43.513,50.067,1.554,0.007,0.001,0.340,44.200,130.000
43.962,50.080,1.722,0.007,0.001,0.350,45.500,130.000
44.423,50.094,1.937,0.008,0.001,0.360,46.800,130.000
44.897,50.111,2.161,0.008,0.001,0.370,48.100,130.000
